Transaction_ID,Date,Customer_ID,Age,Gender,Category,Product,Region,Quantity,Price,Discount_Percent,Sales
23,2026-02-20,C1247,21,Male,Electronics,Laptop,East,3,34067.2,20,81761.28
24,2025-07-17,C1240,33,Male,Home & Kitchen,Table,North,1,3654.67,20,2923.74
25,2026-02-07,C1147,37,Female,Home & Kitchen,Table,East,6,3494.27,10,18869.06
26,2026-04-18,C1151,48,Female,Home & Kitchen,Mixer,South,1,2017.98,5,1917.08
27,2026-07-26,C1002,18,Female,Groceries,Bread,South,4,916.03,0,3664.12
28,2025-08-21,C1099,36,Female,Home & Kitchen,Mixer,West,5,4419.05,0,22095.25
29,2026-08-10,C1113,25,Female,Groceries,Coffee,South,6,3910.38,15,19942.94
30,2025-04-09,C1153,46,Female,Home & Kitchen,Cookware,West,6,95.53,0,573.18
31,2025-06-10,C1068,50,Female,Clothing,Jeans,North,2,3474.88,20,5559.81
32,2026-04-05,C1022,63,Female,Home & Kitchen,Cookware,South,7,3618.65,0,25330.55
33,2025-01-27,C1226,38,Female,Clothing,T-Shirt,North,3,4465.63,10,12057.2
34,2026-05-31,C1035,34,Female,Home & Kitchen,Table,West,1,1016.45,20,813.16
35,2025-02-06,C1280,46,Male,Clothing,T-Shirt,South,6,4578.58,10,24724.33
36,2025-07-10,C1253,38,Female,Electronics,Headphones,East,3,49018.55,15,124997.3
37,2026-07-20,C1058,20,Female,Electronics,Tablet,South,3,8557.69,0,25673.07
38,2025-06-04,C1273,57,Male,Home & Kitchen,Chair,North,7,4950.77,5,32922.62
39,2026-02-12,C1013,24,Male,Groceries,Milk,West,7,1503.28,5,9996.81
40,2026-04-16,C1143,45,Female,Electronics,Tablet,South,1,3639.95,15,3093.96
41,2026-07-29,C1190,39,Female,Home & Kitchen,Table,South,7,227.91,0,1595.37
42,2026-03-20,C1101,50,Female,Clothing,T-Shirt,North,4,242.23,10,872.03
43,2025-12-16,C1047,52,Male,Home & Kitchen,Cookware,West,4,3133.31,15,10653.25
44,2025-04-30,C1275,45,Female,Home & Kitchen,Cookware,East,5,4849.21,5,23033.75
45,2025-02-27,C1122,18,Male,Clothing,T-Shirt,South,2,4815.11,0,9630.22
46,2025-09-29,C1189,56,Female,Home & Kitchen,Chair,East,6,3587.25,20,17218.8
47,2025-06-03,C1144,54,Female,Electronics,Smartphone,North,5,21038.04,15,89411.67
48,2025-04-04,C1238,22,Female,Electronics,Smartphone,West,4,2395.53,0,9582.12
49,2025-09-11,C1222,54,Male,Clothing,Jeans,South,5,2393.69,0,11968.45
50,2025-08-11,C1250,36,Female,Clothing,Jeans,West,5,4439.07,15,18866.05
51,2026-05-12,C1160,44,Female,Electronics,Tablet,West,5,34229.79,5,162591.5
52,2026-03-03,C1101,29,Male,Home & Kitchen,Chair,North,3,3234.28,0,9702.84
53,2026-02-01,C1012,48,Female,Electronics,Tablet,South,2,10413.55,20,16661.68
54,2025-03-31,C1264,46,Female,Electronics,Headphones,South,2,34182.04,0,68364.08
55,2026-05-16,C1114,62,Male,Clothing,Jeans,North,2,1340.44,15,2278.75
56,2026-01-29,C1192,52,Male,Home & Kitchen,Cookware,East,1,4027.23,0,4027.23
57,2026-01-04,C1183,30,Male,Home & Kitchen,Cookware,North,2,1287.58,20,2060.13
58,2025-12-08,C1187,36,Male,Groceries,Rice,West,6,4517.64,15,23039.96
59,2026-03-31,C1284,31,Male,Home & Kitchen,Mixer,West,1,4243.36,0,4243.36
60,2025-03-10,C1099,29,Male,Home & Kitchen,Table,West,2,3177.59,20,5084.14
61,2025-02-08,C1109,59,Female,Groceries,Rice,East,4,4733.66,0,18934.64
62,2025-08-23,C1146,64,Female,Clothing,Jacket,North,2,2235.58,20,3576.93
63,2025-06-17,C1170,26,Female,Clothing,Jeans,East,4,4341.0,20,13891.2
64,2026-05-11,C1145,24,Male,Clothing,Jeans,North,5,2590.96,10,11659.32
65,2026-03-21,C1182,56,Male,Home & Kitchen,Cookware,South,6,3555.5,10,19199.7
66,2025-08-08,C1126,37,Female,Clothing,Jacket,West,7,2200.54,20,12323.02
67,2025-12-14,C1190,42,Female,Electronics,Headphones,North,1,37236.16,10,33512.54
68,2025-06-22,C1149,33,Female,Clothing,T-Shirt,North,6,4020.44,20,19298.11
69,2026-06-16,C1047,58,Male,Groceries,Coffee,South,5,1302.3,10,5860.35
70,2026-04-16,C1012,27,Female,Groceries,Bread,West,1,3156.41,10,2840.77
71,2025-01-08,C1122,45,Female,Home & Kitchen,Chair,South,4,578.44,20,1851.01
72,2025-02-10,C1228,44,Female,Home & Kitchen,Chair,East,4,2939.1,15,9992.94
73,2026-07-12,C1035,23,Female,Electronics,Laptop,East,1,20619.22,20,16495.38
74,2025-08-30,C1251,62,Male,Home & Kitchen,Mixer,East,7,4599.92,5,30589.47
75,2025-10-09,C1063,42,Female,Home & Kitchen,Mixer,East,6,4062.24,0,24373.44
76,2025-04-09,C1006,45,Male,Groceries,Rice,North,5,364.38,0,1821.9
77,2026-07-19,C1165,27,Female,Groceries,Rice,East,6,4570.17,20,21936.82
78,2025-02-20,C1173,30,Female,Electronics,Laptop,South,6,10331.76,0,61990.56
79,2025-09-07,C1162,20,Male,Electronics,Laptop,South,2,17972.32,5,34147.41
80,2026-02-05,C1112,64,Male,Home & Kitchen,Mixer,East,6,4841.47,10,26143.94
81,2025-04-13,C1192,51,Female,Electronics,Laptop,South,6,35233.58,10,190261.33
82,2026-03-23,C1249,55,Male,Clothing,Jeans,West,6,2796.34,10,15100.24
83,2025-03-22,C1133,46,Female,Groceries,Coffee,South,6,3129.33,10,16898.38
84,2025-03-10,C1034,23,Male,Home & Kitchen,Mixer,South,2,3856.14,15,6555.44
85,2025-04-21,C1249,40,Male,Electronics,Smartphone,West,3,29024.53,10,78366.23
86,2025-12-26,C1184,42,Male,Groceries,Bread,West,6,3503.45,15,17867.59
87,2025-02-20,C1277,22,Female,Groceries,Bread,West,5,4866.9,20,19467.6
88,2025-08-21,C1012,43,Female,Clothing,T-Shirt,South,6,489.08,0,2934.48
89,2025-09-06,C1047,39,Male,Electronics,Smartphone,West,2,34550.7,0,69101.4
90,2025-01-26,C1292,18,Female,Clothing,Jacket,North,7,1917.57,0,13422.99
91,2025-01-28,C1078,41,Female,Groceries,Rice,North,4,1086.28,5,4127.86
92,2025-12-29,C1239,62,Female,Clothing,Jeans,South,3,1299.56,10,3508.81
93,2026-04-30,C1028,27,Male,Clothing,Jacket,North,3,1250.23,0,3750.69
94,2026-06-21,C1145,30,Female,Electronics,Headphones,North,6,16442.12,15,83854.81
95,2025-04-21,C1228,64,Female,Home & Kitchen,Chair,South,3,3261.67,5,9295.76
96,2026-03-01,C1101,23,Female,Groceries,Coffee,South,1,2844.07,5,2701.87
97,2026-01-12,C1289,39,Male,Home & Kitchen,Chair,South,3,1812.68,20,4350.43
98,2025-08-31,C1031,57,Male,Clothing,Jacket,West,4,4261.55,0,17046.2
99,2025-03-16,C1004,32,Female,Home & Kitchen,Table,South,6,2019.39,15,10298.89
100,2025-07-13,C1203,25,Female,Electronics,Smartphone,East,6,33465.3,0,200791.8
101,2025-08-13,C1020,29,Male,Electronics,Tablet,North,5,9433.48,15,40092.29
102,2026-05-26,C1259,50,Female,Clothing,Jeans,South,6,2927.13,10,15806.5
103,2025-01-13,C1168,19,Female,Home & Kitchen,Chair,North,5,363.71,15,1545.77
104,2026-07-04,C1094,48,Male,Groceries,Rice,North,1,3813.13,10,3431.82
105,2026-01-11,C1137,51,Female,Clothing,Shoes,East,4,2072.17,20,6630.94
106,2025-08-17,C1270,47,Male,Groceries,Rice,North,6,288.07,20,1382.74
107,2026-07-28,C1132,42,Male,Electronics,Laptop,South,3,33293.34,5,94886.02
108,2026-02-26,C1023,32,Male,Electronics,Smartphone,North,7,35717.74,10,225021.76
109,2025-04-14,C1039,23,Female,Electronics,Laptop,East,7,19256.17,20,107834.55
110,2025-10-16,C1231,44,Female,Groceries,Bread,North,2,739.4,20,1183.04
111,2025-10-16,C1254,21,Female,Clothing,T-Shirt,South,1,3549.55,10,3194.6
112,2025-06-08,C1228,62,Female,Clothing,T-Shirt,West,3,3785.44,20,9085.06
113,2025-02-16,C1173,19,Male,Home & Kitchen,Table,East,5,2722.31,20,10889.24
114,2025-10-10,C1069,37,Male,Groceries,Bread,South,4,2736.49,10,9851.36
115,2025-10-29,C1218,30,Female,Clothing,Shoes,South,6,1175.39,5,6699.72
116,2026-04-05,C1133,54,Female,Clothing,T-Shirt,East,1,139.65,15,118.7
117,2025-02-20,C1029,31,Female,Clothing,T-Shirt,North,4,1903.46,0,7613.84
118,2026-02-09,C1110,53,Female,Clothing,Jacket,East,7,657.91,20,3684.3
119,2026-03-07,C1137,27,Female,Electronics,Laptop,North,7,15641.07,10,98538.74
120,2026-06-21,C1090,28,Female,Electronics,Smartphone,South,1,5801.94,15,4931.65
121,2025-06-28,C1182,41,Male,Groceries,Milk,East,3,3700.63,0,11101.89
122,2025-10-12,C1063,60,Female,Home & Kitchen,Chair,South,5,4578.49,0,22892.45
123,2025-03-25,C1177,37,Female,Home & Kitchen,Chair,South,5,2600.11,0,13000.55
124,2025-05-21,C1215,36,Female,Home & Kitchen,Table,West,5,963.09,0,4815.45
125,2025-01-18,C1257,31,Male,Clothing,T-Shirt,East,1,230.92,10,207.83
126,2025-08-10,C1166,21,Male,Clothing,Jeans,West,6,2231.78,5,12721.15
127,2026-04-03,C1162,50,Male,Electronics,Headphones,East,7,37686.99,5,250618.48
128,2025-11-09,C1247,20,Female,Home & Kitchen,Cookware,East,2,4341.62,0,8683.24
129,2025-08-27,C1229,20,Male,Groceries,Bread,North,5,2995.49,0,14977.45
130,2026-03-28,C1165,38,Female,Home & Kitchen,Table,East,2,4036.31,10,7265.36
131,2025-05-31,C1085,36,Female,Groceries,Coffee,North,2,114.36,0,228.72
132,2026-06-07,C1234,19,Male,Groceries,Coffee,East,5,2136.05,5,10146.24
133,2025-08-14,C1053,61,Male,Groceries,Coffee,West,4,3139.54,0,12558.16
134,2025-06-07,C1120,63,Male,Clothing,Jeans,West,4,743.56,5,2825.53
135,2026-07-06,C1237,42,Male,Home & Kitchen,Mixer,North,2,161.22,0,322.44
136,2026-03-18,C1029,62,Female,Clothing,Jeans,East,3,2137.43,5,6091.68
137,2025-02-11,C1041,55,Female,Electronics,Headphones,North,6,45723.51,20,219472.85
138,2025-12-08,C1027,48,Female,Electronics,Laptop,East,6,41504.12,20,199219.78
139,2026-03-31,C1173,34,Female,Home & Kitchen,Chair,North,4,3183.84,20,10188.29
140,2025-12-29,C1193,53,Male,Home & Kitchen,Chair,South,2,2139.08,5,4064.25
141,2025-04-23,C1187,56,Female,Electronics,Laptop,East,3,14505.82,15,36989.84
142,2025-11-08,C1289,53,Male,Clothing,Jeans,West,7,3335.17,20,18676.95
143,2025-12-31,C1201,43,Female,Groceries,Bread,North,4,304.56,10,1096.42
144,2025-02-11,C1025,56,Male,Electronics,Laptop,East,1,20698.4,20,16558.72
145,2026-06-08,C1275,54,Female,Clothing,T-Shirt,East,4,3488.75,5,13257.25
146,2026-05-12,C1012,33,Female,Groceries,Rice,East,5,3960.57,0,19802.85
147,2026-01-09,C1198,25,Male,Home & Kitchen,Table,South,5,3807.23,20,15228.92
148,2026-06-22,C1047,49,Female,Electronics,Tablet,West,7,34689.44,0,242826.08
149,2026-01-26,C1270,32,Male,Groceries,Rice,East,7,2801.24,5,18628.25
150,2026-08-17,C1223,47,Female,Electronics,Headphones,East,2,21145.96,20,33833.54
151,2026-06-10,C1159,41,Male,Groceries,Milk,West,3,4153.13,0,12459.39
152,2025-07-02,C1039,32,Female,Home & Kitchen,Mixer,North,2,4430.74,10,7975.33
153,2025-06-10,C1016,62,Female,Home & Kitchen,Mixer,West,6,1627.82,5,9278.57
154,2026-02-18,C1251,30,Male,Clothing,Jeans,South,7,2336.62,5,15538.52
155,2025-01-29,C1245,61,Male,Home & Kitchen,Cookware,West,3,396.65,15,1011.46
156,2025-12-25,C1065,47,Male,Home & Kitchen,Cookware,East,7,2021.52,0,14150.64
157,2025-10-20,C1153,65,Male,Electronics,Smartphone,North,6,42655.81,5,243138.12
158,2025-12-10,C1140,54,Male,Clothing,Jacket,North,1,591.86,0,591.86
159,2025-03-03,C1226,42,Male,Groceries,Coffee,West,6,4912.54,10,26527.72
160,2025-08-31,C1107,51,Male,Home & Kitchen,Table,South,4,4197.24,20,13431.17
161,2025-02-23,C1047,40,Male,Electronics,Laptop,North,2,39001.27,20,62402.03
162,2026-05-05,C1178,35,Female,Groceries,Coffee,North,2,2648.91,10,4768.04
163,2025-03-30,C1068,31,Male,Home & Kitchen,Table,South,3,1160.98,20,2786.35
164,2025-07-14,C1226,29,Female,Groceries,Rice,North,3,1401.15,20,3362.76
165,2025-08-14,C1124,32,Female,Groceries,Coffee,West,1,2776.74,10,2499.07
166,2025-11-12,C1176,30,Female,Groceries,Rice,North,2,2686.38,20,4298.21
167,2025-04-25,C1186,20,Female,Electronics,Laptop,West,2,24807.81,20,39692.5
168,2025-09-19,C1216,36,Female,Clothing,Shoes,West,3,4329.24,0,12987.72
169,2025-12-29,C1045,42,Male,Home & Kitchen,Mixer,South,3,4343.11,0,13029.33
170,2026-07-11,C1249,48,Male,Home & Kitchen,Table,South,3,3775.95,20,9062.28
171,2025-12-22,C1258,31,Male,Clothing,Shoes,North,3,1181.69,5,3367.82
172,2025-04-23,C1233,34,Female,Home & Kitchen,Table,East,2,1470.84,10,2647.51
173,2026-02-18,C1074,58,Female,Clothing,Shoes,South,5,3910.23,10,17596.04
174,2025-10-05,C1196,37,Female,Groceries,Coffee,West,4,938.51,20,3003.23
175,2026-02-05,C1193,39,Female,Clothing,Shoes,West,3,873.57,15,2227.6
176,2025-08-15,C1007,46,Male,Groceries,Milk,North,2,4951.23,20,7921.97
177,2026-07-24,C1026,51,Female,Clothing,Jacket,South,7,4102.99,10,25848.84
178,2025-02-08,C1271,46,Male,Electronics,Tablet,East,1,5199.46,0,5199.46
179,2025-01-22,C1027,20,Male,Home & Kitchen,Cookware,South,2,3875.47,15,6588.3
180,2025-03-25,C1262,36,Male,Home & Kitchen,Cookware,North,4,3669.79,20,11743.33
181,2025-06-12,C1281,41,Female,Groceries,Bread,South,1,1637.68,5,1555.8
182,2026-08-28,C1008,32,Male,Groceries,Coffee,South,3,4842.56,0,14527.68
183,2026-06-20,C1046,32,Male,Clothing,Shoes,South,7,3149.79,15,18741.25
184,2026-06-05,C1166,65,Male,Clothing,Jacket,West,1,3056.17,15,2597.74
185,2025-12-10,C1072,28,Female,Groceries,Milk,North,6,1663.33,5,9480.98
186,2026-01-01,C1095,55,Female,Electronics,Tablet,East,5,3715.1,5,17646.72
187,2026-01-27,C1267,39,Male,Electronics,Laptop,West,1,47637.17,0,47637.17
188,2025-08-30,C1002,50,Male,Electronics,Laptop,North,4,49334.46,15,167737.16
189,2025-04-13,C1194,55,Male,Electronics,Smartphone,South,1,41243.25,5,39181.09
190,2026-03-04,C1123,23,Male,Clothing,Jeans,South,2,4116.13,5,7820.65
191,2025-09-21,C1178,45,Female,Electronics,Headphones,West,7,27110.69,5,180286.09
192,2025-03-25,C1208,21,Female,Clothing,Jacket,South,3,2447.77,10,6608.98
193,2025-01-14,C1012,40,Female,Clothing,Jeans,North,7,3235.71,0,22649.97
194,2025-11-05,C1183,49,Male,Electronics,Laptop,West,3,11038.78,15,28148.89
195,2025-12-18,C1059,20,Female,Clothing,Jeans,South,2,3283.65,20,5253.84
196,2025-11-28,C1213,48,Female,Groceries,Bread,North,5,407.38,0,2036.9
197,2026-01-17,C1020,41,Female,Home & Kitchen,Cookware,North,5,1762.38,15,7490.12
198,2026-05-27,C1228,19,Male,Groceries,Coffee,South,1,2221.15,20,1776.92
199,2025-07-05,C1246,29,Male,Home & Kitchen,Chair,North,7,1420.3,10,8947.89
200,2026-06-04,C1100,65,Female,Clothing,Shoes,East,5,3678.91,10,16555.1
201,2026-07-07,C1111,31,Female,Clothing,Shoes,East,6,4858.41,20,23320.37
202,2025-01-28,C1066,52,Male,Electronics,Tablet,North,2,4853.55,0,9707.1
203,2025-10-30,C1287,28,Female,Groceries,Rice,East,4,697.82,20,2233.02
204,2025-12-27,C1257,22,Female,Clothing,Jeans,West,2,2271.45,15,3861.46
205,2025-10-11,C1121,60,Male,Groceries,Coffee,East,1,1300.01,15,1105.01
206,2025-06-05,C1207,23,Female,Electronics,Tablet,East,5,39111.34,15,166223.19
207,2026-05-26,C1293,37,Female,Electronics,Tablet,North,2,49335.98,0,98671.96
208,2025-02-28,C1161,31,Female,Electronics,Headphones,South,3,22664.73,20,54395.35
209,2025-05-06,C1217,46,Male,Home & Kitchen,Mixer,East,2,4827.34,10,8689.21
210,2025-10-21,C1151,62,Female,Groceries,Coffee,West,7,2632.56,15,15663.73
211,2025-12-07,C1129,25,Male,Clothing,Jeans,West,4,3383.49,5,12857.26
212,2025-07-12,C1119,43,Male,Clothing,T-Shirt,South,7,926.89,5,6163.82
213,2026-08-11,C1289,18,Male,Clothing,Jeans,East,2,3108.34,0,6216.68
214,2026-08-25,C1220,19,Female,Home & Kitchen,Chair,West,5,3351.51,0,16757.55
215,2026-08-08,C1245,30,Male,Clothing,Jacket,North,1,4338.87,0,4338.87
216,2025-01-19,C1082,30,Male,Groceries,Coffee,East,2,2050.49,15,3485.83
217,2025-03-06,C1076,24,Male,Groceries,Rice,North,3,1909.58,0,5728.74
218,2026-05-12,C1291,61,Female,Groceries,Coffee,South,5,2271.03,0,11355.15
219,2025-01-03,C1085,43,Female,Groceries,Bread,West,6,3230.75,5,18415.27
220,2025-01-12,C1133,51,Female,Clothing,Jeans,North,4,176.93,5,672.33
221,2025-12-30,C1021,40,Male,Groceries,Coffee,East,4,3059.13,5,11624.69
222,2025-02-20,C1271,21,Male,Home & Kitchen,Table,North,5,4495.25,0,22476.25
223,2026-01-08,C1052,63,Male,Clothing,Jacket,North,2,873.34,15,1484.68
224,2026-02-24,C1158,35,Female,Groceries,Coffee,North,3,2925.61,5,8337.99
225,2025-09-20,C1108,27,Male,Electronics,Tablet,North,2,6182.12,10,11127.82
226,2026-03-21,C1298,53,Female,Groceries,Bread,West,7,579.04,5,3850.62
227,2025-12-28,C1047,30,Male,Clothing,Jacket,South,6,2773.62,20,13313.38
228,2026-06-05,C1271,27,Female,Clothing,T-Shirt,South,6,2988.02,5,17031.71
229,2025-06-03,C1293,21,Female,Electronics,Laptop,West,2,45011.15,0,90022.3
230,2025-05-26,C1164,27,Male,Groceries,Coffee,East,4,3373.55,0,13494.2
231,2025-08-14,C1161,38,Male,Clothing,T-Shirt,South,7,1214.42,15,7225.8
232,2026-08-13,C1077,42,Female,Home & Kitchen,Mixer,West,7,1189.72,10,7495.24
233,2026-01-09,C1125,56,Male,Groceries,Bread,North,5,3395.41,5,16128.2
234,2025-08-06,C1102,59,Female,Groceries,Bread,East,4,4102.6,15,13948.84
235,2025-03-14,C1136,50,Male,Electronics,Smartphone,South,4,4374.35,0,17497.4
236,2026-06-01,C1027,49,Male,Electronics,Headphones,West,4,22176.26,15,75399.28
237,2026-01-16,C1058,20,Female,Clothing,Shoes,South,2,3416.65,15,5808.3
238,2025-12-20,C1286,25,Female,Clothing,Jacket,West,4,3326.1,0,13304.4
239,2025-11-07,C1208,59,Female,Clothing,Shoes,South,5,917.75,0,4588.75
240,2026-05-30,C1144,47,Male,Electronics,Headphones,East,4,17443.82,15,59308.99
241,2025-11-17,C1121,47,Male,Home & Kitchen,Table,West,6,4962.79,15,25310.23
242,2026-04-05,C1038,51,Male,Clothing,Jeans,South,2,3950.11,0,7900.22
243,2025-12-27,C1258,44,Male,Home & Kitchen,Mixer,North,7,1352.41,5,8993.53
244,2025-07-15,C1262,52,Female,Electronics,Headphones,East,3,19909.38,5,56741.73
245,2025-01-12,C1239,59,Female,Groceries,Milk,South,4,4264.55,5,16205.29
246,2025-01-07,C1014,26,Male,Electronics,Headphones,North,6,43910.92,10,237118.97
247,2025-07-25,C1276,35,Female,Groceries,Milk,South,3,3490.01,5,9946.53
248,2025-06-13,C1095,31,Male,Electronics,Smartphone,South,1,24019.79,0,24019.79
249,2026-04-28,C1025,30,Male,Home & Kitchen,Chair,South,6,915.45,10,4943.43
250,2025-06-22,C1012,49,Female,Home & Kitchen,Mixer,West,2,2555.23,15,4343.89
251,2026-03-23,C1160,46,Male,Home & Kitchen,Mixer,South,7,2555.4,5,16993.41
252,2026-06-01,C1266,42,Female,Clothing,Shoes,South,7,802.52,10,5055.88
253,2025-03-24,C1099,38,Male,Groceries,Milk,West,5,3116.51,0,15582.55
254,2025-09-17,C1260,56,Female,Clothing,Jeans,North,3,929.94,15,2371.35
255,2026-02-24,C1124,55,Male,Electronics,Headphones,South,4,15382.06,15,52299.0
256,2026-04-28,C1007,44,Female,Groceries,Rice,South,4,2053.75,20,6572.0
257,2026-05-25,C1183,19,Female,Clothing,Jacket,East,5,1966.04,20,7864.16
258,2026-04-16,C1065,30,Male,Electronics,Smartphone,South,6,13064.68,5,74468.68
259,2025-06-22,C1160,53,Male,Clothing,T-Shirt,East,5,1034.34,20,4137.36
260,2025-07-02,C1117,43,Female,Electronics,Tablet,West,3,22773.43,15,58072.25
261,2026-03-12,C1042,38,Female,Clothing,Shoes,North,4,3275.97,10,11793.49
262,2025-05-09,C1130,65,Male,Electronics,Laptop,North,1,32968.74,0,32968.74
263,2025-10-11,C1203,51,Female,Clothing,Jeans,East,2,1302.64,20,2084.22
264,2025-06-22,C1069,49,Female,Clothing,Shoes,North,1,3088.97,15,2625.62
265,2026-01-20,C1109,41,Male,Groceries,Rice,West,5,238.21,10,1071.94
266,2026-01-01,C1228,28,Female,Electronics,Laptop,East,4,36901.67,5,140226.35
267,2026-03-18,C1261,22,Female,Groceries,Bread,South,3,966.72,10,2610.14
268,2025-12-03,C1223,25,Female,Home & Kitchen,Cookware,West,2,153.68,15,261.26
269,2026-07-15,C1292,21,Female,Electronics,Laptop,North,2,33400.78,10,60121.4
270,2025-05-29,C1164,29,Male,Electronics,Laptop,West,2,23964.94,5,45533.39
271,2025-08-14,C1011,27,Male,Clothing,Jeans,North,5,2932.99,15,12465.21
272,2025-05-04,C1114,39,Female,Home & Kitchen,Chair,South,7,520.31,10,3277.95
273,2025-05-02,C1032,47,Male,Home & Kitchen,Mixer,East,4,1027.48,0,4109.92
274,2026-02-01,C1149,25,Female,Electronics,Tablet,West,1,27246.43,20,21797.14
275,2025-09-13,C1086,39,Male,Clothing,Jacket,North,7,3298.0,10,20777.4
276,2026-06-25,C1213,32,Female,Clothing,Shoes,East,5,3653.34,5,17353.37
277,2026-04-06,C1278,60,Male,Clothing,Jacket,North,7,2553.97,15,15196.12
278,2025-01-23,C1030,56,Female,Electronics,Tablet,East,3,14947.67,10,40358.71
279,2025-07-05,C1144,25,Male,Electronics,Tablet,West,5,8087.57,5,38415.96
280,2025-08-12,C1010,38,Female,Electronics,Headphones,South,1,13967.31,10,12570.58
281,2026-01-28,C1086,59,Female,Groceries,Bread,South,3,3455.03,20,8292.07
282,2026-02-22,C1020,28,Female,Clothing,Shoes,East,1,104.61,0,104.61
283,2025-05-12,C1111,21,Female,Groceries,Bread,South,6,4389.42,20,21069.22
284,2026-02-09,C1202,55,Female,Home & Kitchen,Chair,West,3,732.22,20,1757.33
285,2025-08-09,C1014,20,Female,Home & Kitchen,Mixer,North,5,510.3,15,2168.78
286,2026-08-17,C1159,36,Male,Home & Kitchen,Chair,East,7,3529.57,5,23471.64
287,2026-06-26,C1117,48,Female,Clothing,Jacket,West,6,3492.31,15,17810.78
288,2025-07-02,C1146,45,Male,Groceries,Coffee,East,5,779.89,0,3899.45
289,2026-02-05,C1198,21,Female,Groceries,Rice,West,4,1532.25,0,6129.0
290,2025-03-16,C1137,43,Female,Groceries,Bread,North,7,2079.03,15,12370.23
291,2025-09-11,C1118,62,Female,Electronics,Tablet,North,5,48984.37,10,220429.66
292,2026-07-01,C1069,46,Female,Groceries,Rice,North,3,4706.36,5,13413.13
293,2025-12-22,C1070,43,Female,Home & Kitchen,Mixer,South,5,2318.03,20,9272.12
294,2025-07-01,C1174,61,Female,Groceries,Bread,North,2,4551.48,0,9102.96
295,2026-02-18,C1220,24,Male,Groceries,Coffee,East,1,4785.24,15,4067.45
296,2025-07-24,C1070,61,Male,Home & Kitchen,Chair,North,2,1396.15,5,2652.68
297,2026-03-17,C1021,21,Female,Home & Kitchen,Cookware,North,3,360.13,5,1026.37
298,2025-07-22,C1148,41,Male,Groceries,Bread,West,6,4504.18,5,25673.83
299,2025-06-14,C1021,35,Male,Groceries,Rice,East,2,4147.95,0,8295.9
300,2026-01-06,C1161,21,Male,Groceries,Milk,South,5,2848.38,10,12817.71
301,2026-07-27,C1061,51,Female,Electronics,Headphones,South,6,28105.02,0,168630.12
302,2026-05-09,C1198,51,Male,Groceries,Rice,South,7,3553.78,0,24876.46
303,2025-03-07,C1098,33,Female,Electronics,Laptop,East,2,33242.98,0,66485.96
304,2026-07-25,C1138,52,Female,Electronics,Headphones,East,6,14600.32,15,74461.63
305,2026-01-18,C1068,63,Female,Groceries,Rice,South,7,4367.07,5,29041.02
306,2026-08-27,C1270,44,Male,Groceries,Coffee,North,5,3315.17,15,14089.47
307,2025-09-11,C1044,50,Female,Home & Kitchen,Chair,West,4,3871.46,5,14711.55
308,2026-01-14,C1178,60,Male,Groceries,Milk,North,7,3301.06,0,23107.42
309,2026-04-21,C1297,53,Male,Groceries,Bread,North,4,2640.48,15,8977.63
310,2026-07-08,C1268,19,Male,Home & Kitchen,Table,West,1,2010.05,5,1909.55
311,2025-02-09,C1220,18,Male,Groceries,Rice,West,3,4491.07,10,12125.89
